,10-Year Breakeven Inflation Rate,5-Year Breakeven Inflation Rate,Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity,Market Yield on U.S. Treasury Securities at 5-Year Constant Maturity,Market Yield on U.S. Treasury Securities at 2-Year Constant Maturity,Moodys Seasoned Aaa Corporate Bond Yield,Moodys Seasoned Baa Corporate Bond Yield,Unemployment Rate,S&P/Case-Shiller U.S. National Home Price Index,Export Price Index (End Use),Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Median Consumer Price Index,Personal Consumption Expenditures,Total Public Construction Spending: Highway and Street in the United States,Total Private Construction Spending: Commercial in the United States,Population,Reserves of Depository Institutions: Total,Producer Price Index by Commodity: All Commodities,Real Disposable Personal Income,Personal Saving Rate,M1,M2,Real Disposable Personal Income: Per Capita,University of Michigan: Consumer Sentiment,S&P/Case-Shiller 20-City Composite Home Price Index,Total Vehicle Sales,Equity Market Volatility Tracker: Overall,Industrial Production: Total Index,Total Reserves excluding Gold for United States,Leading Indicators OECD: Reference series: Gross Domestic Product (GDP): Normalised for the United States,Global Economic Policy Uncertainty Index: PPP-Adjusted GDP,U.S. Dollars to Euro Spot Exchange Rate,U.S. Dollars to U.K. Pound Sterling Spot Exchange Rate,"Securities in Bank Credit, All Commercial Banks","Consumer Loans, All Commercial Banks","Total Assets, All Commercial Banks","Bank Credit, All Commercial Banks","Trade Balance: Goods and Services, Balance of Payments Basis",Brave-Butters-Kelley Real Gross Domestic Product,Index of Global Real Economic Activity,Passenger Car Registrations in United States
2017-08-09,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-10,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-11,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-12,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-13,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-14,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-15,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-16,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-17,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-18,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-19,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-20,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-21,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-22,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-23,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-24,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-25,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-26,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-27,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-28,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-29,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-30,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-08-31,1.78,1.62,2.21,1.78,1.34,3.63,4.31,4.4,194.37599999999998,122.9,245.183,2.2747579876520403,13241.0,87667.0,-0.6,327140.0,2407.2,193.8,14015.8,7.6,3587.8,13679.6,42843.0,96.8,201.045792011628,17.067,16.15784,99.7055,113475347918.551,99.8652851398629,140.3649877,1.1813,1.2952,3370.3711,4.3,8.6,3.2,-40648.0,3.029930923333179,-31.66227,79.4765860936334
2017-09-01,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-02,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-03,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-04,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-05,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-06,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-07,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-08,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-09,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-10,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-11,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-12,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-13,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-14,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-15,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-16,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-17,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-18,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-19,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-20,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-21,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-22,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-23,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-24,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-25,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-26,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-27,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-28,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-29,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-09-30,1.83,1.68,2.2,1.8,1.38,3.63,4.3,4.3,194.84799999999998,123.9,246.435,2.8702567714483,13365.1,88936.0,-0.4,327342.0,2357.9,194.8,14030.9,7.3,3571.2,13722.1,42863.0,95.1,202.311011212404,18.331,9.56958,99.7485,112822107404.899,99.9419800130788,159.9183887,1.1913,1.334,3378.5689,7.6,3.6,3.8,-40648.0,3.7360781570677135,-14.259562,84.7869710900054
2017-10-01,1.86,1.73,2.36,1.98,1.55,3.6,4.32,4.2,195.114,124.0,246.626,2.4249630240346502,13394.8,92395.0,-0.7,327528.0,2310.9,194.9,14062.7,7.4,3606.3,13777.4,42936.0,100.7,203.387731393164,18.334,12.16597,100.988,111590766756.134,100.026708369073,153.2623705,1.1755,1.3202,3387.4531,5.0,2.8,3.3,-41650.0,4.354575348282066,-5.6918302,82.3409501595951
2017-10-02,1.86,1.73,2.36,1.98,1.55,3.6,4.32,4.2,195.114,124.0,246.626,2.4249630240346502,13394.8,92395.0,-0.7,327528.0,2310.9,194.9,14062.7,7.4,3606.3,13777.4,42936.0,100.7,203.387731393164,18.334,12.16597,100.988,111590766756.134,100.026708369073,153.2623705,1.1755,1.3202,3387.4531,5.0,2.8,3.3,-41650.0,4.354575348282066,-5.6918302,82.3409501595951
2017-10-03,1.86,1.73,2.36,1.98,1.55,3.6,4.32,4.2,195.114,124.0,246.626,2.4249630240346502,13394.8,92395.0,-0.7,327528.0,2310.9,194.9,14062.7,7.4,3606.3,13777.4,42936.0,100.7,203.387731393164,18.334,12.16597,100.988,111590766756.134,100.026708369073,153.2623705,1.1755,1.3202,3387.4531,5.0,2.8,3.3,-41650.0,4.354575348282066,-5.6918302,82.3409501595951
2017-10-04,1.86,1.73,2.36,1.98,1.55,3.6,4.32,4.2,195.114,124.0,246.626,2.4249630240346502,13394.8,92395.0,-0.7,327528.0,2310.9,194.9,14062.7,7.4,3606.3,13777.4,42936.0,100.7,203.387731393164,18.334,12.16597,100.988,111590766756.134,100.026708369073,153.2623705,1.1755,1.3202,3387.4531,5.0,2.8,3.3,-41650.0,4.354575348282066,-5.6918302,82.3409501595951
2017-10-05,1.86,1.73,2.36,1.98,1.55,3.6,4.32,4.2,195.114,124.0,246.626,2.4249630240346502,13394.8,92395.0,-0.7,327528.0,2310.9,194.9,14062.7,7.4,3606.3,13777.4,42936.0,100.7,203.387731393164,18.334,12.16597,100.988,111590766756.134,100.026708369073,153.2623705,1.1755,1.3202,3387.4531,5.0,2.8,3.3,-41650.0,4.354575348282066,-5.6918302,82.3409501595951
2017-10-06,1.86,1.73,2.36,1.98,1.55,3.6,4.32,4.2,195.114,124.0,246.626,2.4249630240346502,13394.8,92395.0,-0.7,327528.0,2310.9,194.9,14062.7,7.4,3606.3,13777.4,42936.0,100.7,203.387731393164,18.334,12.16597,100.988,111590766756.134,100.026708369073,153.2623705,1.1755,1.3202,3387.4531,5.0,2.8,3.3,-41650.0,4.354575348282066,-5.6918302,82.3409501595951
2017-10-07,1.86,1.73,2.36,1.98,1.55,3.6,4.32,4.2,195.114,124.0,246.626,2.4249630240346502,13394.8,92395.0,-0.7,327528.0,2310.9,194.9,14062.7,7.4,3606.3,13777.4,42936.0,100.7,203.387731393164,18.334,12.16597,100.988,111590766756.134,100.026708369073,153.2623705,1.1755,1.3202,3387.4531,5.0,2.8,3.3,-41650.0,4.354575348282066,-5.6918302,82.3409501595951
