,10-Year Breakeven Inflation Rate,5-Year Breakeven Inflation Rate,Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity,Market Yield on U.S. Treasury Securities at 5-Year Constant Maturity,Market Yield on U.S. Treasury Securities at 2-Year Constant Maturity,Moodys Seasoned Aaa Corporate Bond Yield,Moodys Seasoned Baa Corporate Bond Yield,Unemployment Rate,S&P/Case-Shiller U.S. National Home Price Index,Export Price Index (End Use),Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Median Consumer Price Index,Personal Consumption Expenditures,Total Public Construction Spending: Highway and Street in the United States,Total Private Construction Spending: Commercial in the United States,Population,Reserves of Depository Institutions: Total,Producer Price Index by Commodity: All Commodities,Real Disposable Personal Income,Personal Saving Rate,M1,M2,Real Disposable Personal Income: Per Capita,University of Michigan: Consumer Sentiment,S&P/Case-Shiller 20-City Composite Home Price Index,Total Vehicle Sales,Equity Market Volatility Tracker: Overall,Industrial Production: Total Index,Total Reserves excluding Gold for United States,Leading Indicators OECD: Reference series: Gross Domestic Product (GDP): Normalised for the United States,Global Economic Policy Uncertainty Index: PPP-Adjusted GDP,U.S. Dollars to Euro Spot Exchange Rate,U.S. Dollars to U.K. Pound Sterling Spot Exchange Rate,"Securities in Bank Credit, All Commercial Banks","Consumer Loans, All Commercial Banks","Total Assets, All Commercial Banks","Bank Credit, All Commercial Banks","Trade Balance: Goods and Services, Balance of Payments Basis",Brave-Butters-Kelley Real Gross Domestic Product,Index of Global Real Economic Activity,Passenger Car Registrations in United States
2021-03-02,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-03,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-04,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-05,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-06,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-07,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-08,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-09,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-10,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-11,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-12,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-13,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-14,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-15,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-16,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-17,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-18,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-19,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-20,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-21,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-22,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-23,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-24,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-25,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-26,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-27,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-28,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-29,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-30,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-03-31,2.28,2.5,1.61,0.82,0.15,3.04,3.74,6.0,244.294,134.3,265.028,2.03573217055215,15458.9,95943.0,1.9,331953.0,3721.3,215.0,19119.5,26.6,18641.4,19853.7,57597.0,84.9,252.86969678956902,18.155,29.48034,99.1618,128007032040.253,98.8205891984792,221.3106031,1.1902,1.3863,4976.8915,5.0,15.4,10.0,-68069.0,9.363598391453237,24.516889,51.0759396015766
2021-04-01,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-02,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-03,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-04,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-05,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-06,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-07,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-08,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-09,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-10,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-11,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-12,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-13,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-14,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-15,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-16,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-17,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-18,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-19,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-20,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-21,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-22,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-23,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-24,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-25,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-26,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-27,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-28,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-29,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-04-30,2.35,2.53,1.64,0.86,0.16,2.9,3.6,6.0,249.887,135.9,266.727,2.74406534454605,15618.7,97293.0,1.2,331963.0,3887.3,217.9,16146.9,12.6,18927.7,20110.5,48641.0,88.3,257.448438601597,18.78,24.67586,99.2416,130079302681.715,98.9963707199292,207.6558217,1.1965,1.3845,5077.8221,4.5,18.2,6.1,-65724.0,6.939346723956571,44.454235,54.5114313740458
2021-05-01,2.47,2.65,1.62,0.82,0.16,2.96,3.62,5.8,255.50099999999998,139.0,268.599,3.59019900416062,15624.4,97968.0,2.2,332008.0,3872.4,224.9,15669.5,10.4,19259.0,20417.7,47196.0,82.9,262.072073084842,17.392,19.78528,99.9226,130769007800.704,99.1439858759858,196.7560867,1.2146,1.4084,5182.9647,12.0,5.4,9.7,-66633.0,5.084298574976765,61.981526,52.2107740535773
2021-05-02,2.47,2.65,1.62,0.82,0.16,2.96,3.62,5.8,255.50099999999998,139.0,268.599,3.59019900416062,15624.4,97968.0,2.2,332008.0,3872.4,224.9,15669.5,10.4,19259.0,20417.7,47196.0,82.9,262.072073084842,17.392,19.78528,99.9226,130769007800.704,99.1439858759858,196.7560867,1.2146,1.4084,5182.9647,12.0,5.4,9.7,-66633.0,5.084298574976765,61.981526,52.2107740535773
